MS Zoning,Lot Area,Lot Shape,Neighborhood,Bldg Type,House Style,Mas Vnr Type,Exter Qual,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Garage Finish,Garage Cars,Garage Area,Paved Drive,SalePrice,has_alley,has_fence,has_fireplace,Total Bsmt Bath,total_baths,on_cds,Overall Goodness
681,RM,10337,IR1,OldTown,1Fam,2Story,None,3,3,1,725.0,4,0,909,1772,1,3,1,2.0,816.0,1,184900,1,1,0,0.0,3,0,72
682,RL,14803,Reg,NridgHt,1Fam,1Story,BrkFace,4,5,3,2078.0,4,1,2084,2084,1,4,3,3.0,1220.0,1,385000,0,0,1,1.0,2,0,50
683,RM,8765,Reg,IDOTRR,1Fam,1Story,None,2,3,1,951.0,4,0,951,951,1,2,1,1.0,327.0,1,106500,1,0,0,0.0,1,0,24
684,RL,12720,Reg,NoRidge,1Fam,2Story,BrkFace,3,4,2,1455.0,4,1,1466,2687,1,3,2,3.0,810.0,1,327000,0,0,1,1.0,3,0,40
685,RL,11128,Reg,Somerst,1Fam,1Story,Stone,4,5,4,2458.0,4,1,2490,2490,1,4,3,3.0,795.0,1,468000,0,1,1,1.0,2,0,45
686,RM,5160,Reg,IDOTRR,1Fam,1.5Fin,None,2,3,1,1204.0,2,1,1204,1666,1,2,1,1.0,384.0,1,135000,0,0,0,0.0,1,0,36
687,RL,13072,Reg,SawyerW,1Fam,1Story,None,3,4,1,1141.0,4,1,1141,1141,1,2,1,2.0,484.0,1,142500,0,0,0,0.0,2,0,30
688,RL,8814,Reg,NAmes,1Fam,2Story,None,2,3,1,732.0,4,1,732,1464,1,2,1,2.0,470.0,1,141000,0,0,0,0.0,2,0,30
689,RL,7000,Reg,Edwards,2fmCon,2Story,None,2,4,4,1117.0,2,1,820,1347,1,2,0,0.0,0.0,0,107500,0,0,0,1.0,1,0,35
690,RL,4484,IR1,SWISU,2fmCon,1.5Fin,None,2,3,1,672.0,2,0,778,1282,1,2,1,1.0,240.0,1,108500,0,1,0,1.0,1,0,30
691,RL,9019,IR1,SawyerW,1Fam,2Story,None,2,4,1,636.0,4,1,636,1320,1,3,3,2.0,472.0,1,150000,0,0,0,0.0,3,0,30
693,RL,11932,Reg,Somerst,1Fam,1Story,Stone,3,4,1,1580.0,4,1,1580,1580,1,3,2,3.0,830.0,1,235128,0,0,0,0.0,2,0,40
695,RL,14330,IR1,CollgCr,1Fam,1Story,None,2,3,1,864.0,2,1,1558,1558,1,2,3,2.0,440.0,1,163000,0,0,0,1.0,2,1,30
696,RL,8777,Reg,Edwards,1Fam,1Story,None,2,0,0,0.0,2,0,640,640,1,2,1,1.0,240.0,0,84900,0,0,0,0.0,1,0,18
697,RL,2308,Reg,NPkVill,TwnhsE,2Story,None,2,3,1,855.0,2,1,855,1322,1,2,1,2.0,440.0,1,147000,0,0,1,1.0,3,0,30
698,RM,2500,Reg,OldTown,1Fam,2Story,None,3,3,1,910.0,4,1,916,1826,1,4,1,1.0,164.0,1,155000,1,0,1,1.0,2,0,56
699,RL,8049,IR1,Timber,1Fam,1Story,BrkFace,2,4,1,1309.0,2,1,1339,1339,1,2,3,2.0,484.0,1,180000,0,0,1,1.0,2,1,35
700,RM,5600,Reg,IDOTRR,2fmCon,2Story,None,1,0,0,0.0,1,0,372,1092,2,1,0,0.0,0.0,0,55000,0,0,0,0.0,2,0,20
701,RL,9590,IR1,Timber,1Fam,SLvl,BrkFace,3,5,3,868.0,4,1,1146,1146,1,3,3,2.0,438.0,1,187500,0,0,1,1.0,2,0,35
702,RL,7200,Reg,Edwards,1Fam,SLvl,BrkFace,2,3,3,1041.0,4,1,1125,1125,1,2,1,1.0,352.0,1,125000,0,1,1,1.0,1,0,36
703,RL,11500,IR1,Crawfor,1Fam,1.5Fin,None,3,4,1,1017.0,3,1,1020,2057,1,3,3,1.0,180.0,1,250000,0,0,1,0.0,2,0,49
704,RM,6756,Reg,OldTown,1Fam,1Story,None,2,3,1,481.0,2,0,899,899,1,2,1,1.0,200.0,0,78000,0,0,0,0.0,1,0,30
705,RM,11426,Reg,OldTown,2fmCon,1.5Fin,None,2,3,1,828.0,3,1,828,1594,2,2,0,0.0,0.0,0,118000,1,0,0,0.0,2,0,24
706,RL,12030,Reg,NridgHt,1Fam,1Story,BrkFace,4,5,1,1694.0,4,1,1694,1694,1,3,3,3.0,818.0,1,318000,0,0,0,0.0,2,0,40
707,RL,9554,IR1,SawyerW,1Fam,2Story,BrkFace,3,4,1,777.0,4,1,1065,1911,1,3,2,2.0,471.0,1,215000,0,0,1,0.0,3,0,40
708,RM,8534,Reg,IDOTRR,1Fam,1Story,None,2,2,1,432.0,2,0,672,672,1,2,0,0.0,0.0,0,72000,0,1,0,0.0,1,0,16
709,RL,11361,Reg,NWAmes,1Fam,1Story,BrkFace,2,4,1,1193.0,2,1,1523,1523,1,2,3,2.0,478.0,1,180000,0,1,1,1.0,2,0,30
710,RL,12416,IR1,Timber,1Fam,1Story,Stone,2,4,1,1606.0,2,1,1651,1651,1,2,3,2.0,616.0,1,184000,0,0,1,1.0,2,0,30
711,RL,9600,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1041.0,4,1,1041,1041,1,2,2,1.0,270.0,1,124500,0,1,0,1.0,1,0,30
712,RL,8267,Reg,NAmes,Duplex,1Story,None,2,3,1,1604.0,2,1,1604,1604,2,2,1,2.0,576.0,1,135000,0,0,0,0.0,2,0,25
713,RM,6000,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,981.0,4,1,1014,1672,1,3,1,1.0,240.0,1,164900,0,1,1,0.0,2,0,42
714,RL,9600,Reg,NWAmes,1Fam,1Story,BrkFace,2,3,1,1164.0,2,1,1164,1164,1,2,1,2.0,528.0,1,140000,0,0,0,0.0,2,0,35
715,RL,7350,Reg,NAmes,1Fam,1Story,None,2,3,1,1041.0,3,1,1041,1041,1,2,2,1.0,294.0,1,128000,0,1,0,0.0,1,0,30
716,RL,7703,IR1,Sawyer,1Fam,SFoyer,BrkCmn,2,4,4,450.0,4,1,1034,1034,1,2,3,2.0,504.0,1,153000,0,1,1,1.0,1,1,48
717,RM,4347,Reg,OldTown,1Fam,1.5Fin,None,3,4,1,796.0,4,1,825,1609,1,2,1,1.0,228.0,0,127500,0,0,0,0.0,1,0,48
718,RL,9600,Reg,NAmes,1Fam,1Story,None,2,3,1,572.0,3,1,1337,1337,1,3,2,1.0,264.0,1,141500,0,0,1,1.0,1,0,40
719,RL,12256,IR1,NoRidge,1Fam,2Story,BrkFace,3,5,3,1463.0,4,1,1500,2622,1,3,2,2.0,712.0,1,325000,0,0,1,1.0,3,0,40
720,RL,9547,Reg,NWAmes,1Fam,1Story,BrkFace,2,4,1,1594.0,4,1,1594,1594,1,3,2,2.0,472.0,1,188500,0,0,1,0.0,2,0,42
721,FV,7200,Reg,Somerst,1Fam,1Story,Stone,3,4,1,1262.0,3,1,1262,1262,1,3,3,2.0,572.0,1,185000,1,0,0,0.0,2,0,30
722,RL,13072,Reg,SawyerW,1Fam,1Story,BrkFace,2,4,1,1175.0,4,1,1175,1175,1,3,0,0.0,0.0,1,146000,0,0,0,1.0,1,0,30
723,RM,3600,Reg,OldTown,1Fam,2Story,None,2,3,1,624.0,4,1,664,1288,1,4,1,1.0,280.0,0,119000,1,0,1,1.0,1,0,42
724,RM,1680,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,630.0,2,1,630,1302,1,2,1,1.0,280.0,1,112000,0,0,0,0.0,3,0,25
725,FV,3316,IR1,Somerst,TwnhsE,1Story,None,3,4,1,1247.0,4,1,1247,1247,1,3,3,2.0,550.0,1,197000,1,0,1,1.0,2,0,40
726,RL,16387,IR1,NridgHt,1Fam,2Story,Stone,3,5,1,1738.0,3,1,1738,2589,1,4,2,3.0,831.0,1,412083,0,0,1,1.0,3,0,45
727,RL,13265,IR1,Mitchel,1Fam,1Story,BrkFace,3,4,1,1568.0,4,1,1689,1689,1,3,2,3.0,857.0,1,271000,0,0,1,1.0,2,1,40
728,RL,3242,Reg,NridgHt,TwnhsE,1Story,Stone,3,4,1,1405.0,4,1,1405,1405,1,3,2,2.0,478.0,1,200000,0,0,1,1.0,2,0,35
729,RL,8991,IR1,NWAmes,1Fam,SLvl,Stone,2,4,4,1228.0,2,1,1324,1324,1,3,3,2.0,585.0,1,174000,0,0,1,1.0,2,1,42
730,RL,8000,Reg,NAmes,1Fam,1Story,None,2,3,1,1377.0,2,1,1377,1377,1,2,1,1.0,351.0,1,156500,0,1,1,1.0,1,0,25
731,RL,9303,IR1,Timber,1Fam,2Story,BrkFace,3,5,1,872.0,4,1,888,1756,1,2,3,2.0,422.0,1,204000,0,0,0,1.0,3,0,30
732,RL,8544,IR1,Sawyer,1Fam,1Story,None,2,3,1,1228.0,3,1,1228,1228,1,3,1,1.0,271.0,1,149350,0,1,0,0.0,2,1,30
733,RL,11425,IR1,NAmes,1Fam,1Story,None,2,3,1,1008.0,3,1,1008,1008,1,2,2,1.0,275.0,1,137000,0,0,1,0.0,1,0,30
734,RL,11404,IR1,CollgCr,1Fam,2Story,BrkFace,3,4,3,1153.0,4,1,1153,2031,1,3,3,2.0,541.0,1,222500,0,0,1,0.0,3,0,35
735,RL,8229,IR1,Gilbert,1Fam,2Story,Stone,3,4,3,752.0,4,1,752,1504,1,3,3,2.0,440.0,1,166000,0,0,0,0.0,3,0,30
736,RM,4485,Reg,OldTown,1Fam,1Story,None,2,3,1,936.0,2,1,936,936,1,2,0,0.0,0.0,0,109500,1,1,1,1.0,1,0,35
737,RL,15635,IR1,Edwards,1Fam,1Story,None,2,0,0,0.0,2,1,1383,1383,1,2,1,2.0,498.0,1,122000,0,0,0,0.0,1,1,20
738,RM,3153,Reg,OldTown,1Fam,1Story,None,2,3,1,967.0,3,1,967,967,1,2,1,1.0,180.0,0,99900,1,0,1,0.0,1,0,30
739,FV,11096,Reg,Somerst,1Fam,1Story,None,3,4,3,1656.0,4,1,1656,1656,1,3,2,3.0,826.0,1,249700,0,0,0,0.0,2,0,40
740,RL,14000,Reg,Crawfor,1Fam,1Story,None,2,3,1,1092.0,4,1,1152,1152,1,3,1,1.0,300.0,1,158500,0,1,1,1.0,1,0,48
741,RL,7733,IR1,SawyerW,1Fam,1Story,None,2,3,2,1142.0,4,1,1142,1142,1,3,0,0.0,0.0,1,139500,0,0,0,0.0,2,0,30
742,RL,8098,IR1,Timber,1Fam,1Story,None,3,4,3,1381.0,4,1,1403,1403,1,3,1,2.0,470.0,1,202000,0,0,0,1.0,2,0,30
743,RL,8393,Reg,NAmes,Duplex,1Story,BrkFace,2,3,1,1626.0,4,1,1712,1712,2,2,3,2.0,588.0,1,145000,0,0,0,0.0,2,0,25
744,RL,12900,Reg,Sawyer,Duplex,SFoyer,None,2,4,3,1198.0,2,1,1258,1258,2,2,1,2.0,400.0,1,108959,0,0,0,2.0,2,0,16
745,RL,57200,IR1,Timber,1Fam,1Story,None,2,3,3,747.0,2,1,1687,1687,1,2,1,2.0,572.0,0,160000,0,0,1,1.0,1,0,25
746,RL,8078,Reg,NAmes,Duplex,1Story,Stone,2,3,1,1560.0,2,1,1560,1560,2,2,1,2.0,484.0,1,128600,0,0,0,0.0,2,0,25
747,RL,12384,Reg,NWAmes,1Fam,2Story,BrkFace,2,4,1,793.0,2,1,1142,1935,1,2,2,2.0,550.0,1,197900,0,0,1,0.0,3,1,49
748,RL,9927,IR1,NWAmes,1Fam,SFoyer,Stone,3,5,4,1047.0,2,1,1083,1083,1,2,2,2.0,596.0,1,172000,0,0,1,1.0,1,0,35
749,RL,16300,IR1,CollgCr,1Fam,1Story,None,2,4,3,876.0,2,1,907,907,1,2,2,1.0,308.0,1,130000,0,1,0,1.0,1,1,20
750,RL,7915,IR1,Timber,1Fam,1Story,None,3,5,2,1666.0,4,1,1675,1675,1,3,2,2.0,435.0,1,195000,0,0,0,1.0,2,0,30
751,RL,21750,Reg,Mitchel,1Fam,1Story,None,2,3,1,988.0,4,1,988,988,1,2,2,2.0,520.0,0,113000,0,0,0,0.0,1,0,25
752,RL,9116,Reg,Mitchel,1Fam,1Story,None,3,5,1,1491.0,4,1,1491,1491,1,3,2,2.0,490.0,1,209000,0,0,0,0.0,2,0,40
753,RL,14419,IR1,Timber,1Fam,SLvl,BrkFace,2,4,4,1645.0,4,1,1479,1479,1,3,3,2.0,578.0,1,213500,0,0,1,2.0,3,0,35
754,RL,13070,Reg,NAmes,1Fam,1Story,None,2,3,1,631.0,2,1,1112,1112,1,2,1,2.0,480.0,1,126000,0,0,0,0.0,1,0,25
755,RL,9855,Reg,Edwards,1Fam,1Story,None,2,3,1,1436.0,1,1,1689,1689,1,2,1,2.0,480.0,1,127500,0,1,1,0.0,1,0,30
756,RL,8118,Reg,StoneBr,TwnhsE,1Story,BrkFace,4,5,4,1710.0,4,1,1710,1710,1,4,2,2.0,557.0,1,334000,0,0,1,1.0,2,0,45
757,RL,10920,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1253.0,2,1,1253,1253,1,2,2,1.0,352.0,1,157000,0,1,1,1.0,2,0,30
758,RL,6600,Reg,NAmes,1Fam,1Story,None,2,3,1,864.0,3,1,864,864,1,2,1,1.0,294.0,1,125500,0,0,0,0.0,1,0,25
759,RL,8199,Reg,CollgCr,1Fam,2Story,None,3,4,3,728.0,4,1,728,1456,1,3,3,2.0,410.0,1,189000,0,0,1,1.0,3,0,35
760,RL,9947,IR1,Mitchel,1Fam,SLvl,None,2,4,3,1188.0,4,1,1217,1217,1,3,1,2.0,497.0,1,173000,0,1,0,1.0,2,1,35
761,RL,14330,IR1,Veenker,1Fam,SLvl,BrkFace,3,4,4,1748.0,3,1,2151,2646,1,3,2,2.0,550.0,1,260000,0,1,1,3.0,2,0,28
762,RL,10769,IR1,CollgCr,1Fam,2Story,None,3,4,3,866.0,4,1,866,1768,1,3,2,2.0,578.0,1,212000,0,0,0,0.0,3,0,40
763,RL,8846,IR1,CollgCr,1Fam,SFoyer,None,3,4,3,870.0,4,1,914,914,1,2,1,2.0,576.0,1,148000,0,0,0,0.0,1,1,25
764,RL,10600,IR1,NAmes,1Fam,SLvl,None,2,3,1,533.0,2,1,1131,1775,1,2,1,2.0,480.0,1,136300,1,0,0,0.0,2,0,30
765,RL,18890,IR1,Sawyer,Duplex,1.5Fin,None,2,4,1,1361.0,4,1,1361,2620,2,2,2,2.0,600.0,0,190000,0,0,1,0.0,4,0,25
766,RM,9142,Reg,OldTown,2fmCon,2Story,None,2,2,1,797.0,2,0,830,1627,2,2,1,2.0,420.0,0,139500,0,0,0,0.0,2,0,25
767,RL,7750,Reg,Gilbert,1Fam,2Story,None,3,4,1,660.0,4,1,660,1320,1,3,3,2.0,400.0,1,162000,0,0,0,0.0,3,0,35
768,RM,6060,Reg,IDOTRR,1Fam,1.5Fin,None,2,3,1,732.0,3,1,772,1123,1,2,1,1.0,264.0,0,100000,0,1,0,0.0,1,0,20
769,RL,10172,IR1,Mitchel,1Fam,1Story,None,2,3,1,864.0,4,1,874,874,1,2,2,1.0,288.0,1,126500,0,0,0,1.0,1,0,35
770,RL,10380,IR1,SawyerW,1Fam,2Story,BrkFace,3,3,4,1502.0,4,1,1553,2730,1,3,3,2.0,576.0,1,301000,0,1,1,1.0,3,0,35
771,RL,9337,IR1,CollgCr,1Fam,2Story,None,2,4,1,824.0,4,1,905,1786,1,3,2,2.0,684.0,1,204750,0,0,0,1.0,3,0,30
772,RL,7200,Reg,NAmes,Duplex,1Story,None,2,0,0,0.0,1,0,1040,1040,2,2,1,2.0,420.0,1,90000,0,0,0,0.0,2,0,20
773,RM,9600,Reg,OldTown,2fmCon,2Story,None,2,3,1,973.0,2,1,1377,2350,2,2,1,2.0,393.0,1,130000,1,0,0,0.0,2,0,25
774,RL,8640,Reg,NAmes,1Fam,2Story,BrkFace,2,4,2,900.0,4,1,884,1770,1,2,2,2.0,530.0,1,155000,0,0,0,1.0,2,0,25
775,RL,7931,Reg,NAmes,1Fam,1Story,None,2,3,1,1269.0,2,1,1269,1269,1,2,1,1.0,308.0,1,155000,0,0,1,0.0,2,0,30
776,RL,11625,Reg,Sawyer,2fmCon,1Story,None,2,3,2,1039.0,4,1,1039,1039,1,2,1,2.0,504.0,1,131500,0,0,0,1.0,2,0,20
777,RL,9600,Reg,NAmes,1Fam,SLvl,BrkFace,2,3,3,1156.0,4,1,1520,1520,1,2,2,1.0,364.0,1,153000,0,0,1,1.0,1,0,36
778,RL,11478,Reg,NridgHt,1Fam,1Story,Stone,3,5,1,1704.0,4,1,1704,1704,1,3,2,3.0,772.0,1,306000,0,0,1,1.0,2,0,40
779,RL,7740,Reg,NridgHt,TwnhsE,1Story,BrkFace,3,5,1,1686.0,4,1,1686,1686,1,4,3,3.0,899.0,1,332200,0,0,1,1.0,2,0,45
780,RL,9520,IR1,Timber,1Fam,1Story,Stone,3,4,4,1638.0,4,1,1646,1646,1,3,2,3.0,800.0,1,293077,0,0,1,1.0,2,0,40
781,RL,17199,Reg,NAmes,1Fam,1Story,None,2,3,1,914.0,4,1,914,914,1,2,1,1.0,270.0,1,128000,0,1,0,0.0,1,0,28
782,RM,5400,Reg,OldTown,1Fam,1Story,None,2,3,2,1149.0,3,1,1149,1616,1,3,1,1.0,216.0,1,152000,1,0,0,0.0,2,0,42
783,RL,10800,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,720.0,2,0,720,1192,1,2,0,0.0,0.0,1,135000,0,0,0,0.0,2,0,16
784,RM,9900,Reg,OldTown,1Fam,2Story,None,2,3,2,1008.0,2,1,1178,2210,1,1,1,1.0,205.0,0,117500,0,0,0,0.0,2,0,24
785,RM,6000,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,845.0,2,1,866,1296,1,2,1,2.0,576.0,1,127500,1,0,0,0.0,1,0,36
786,RL,17778,IR1,Veenker,1Fam,1Story,None,3,4,4,2461.0,3,1,2497,2497,1,3,2,2.0,676.0,1,373000,0,0,1,1.0,2,0,40
787,RM,1477,Reg,MeadowV,Twnhs,2Story,None,2,3,1,546.0,4,1,546,1092,1,2,0,0.0,0.0,1,98000,0,0,0,0.0,3,0,54
788,RL,19645,IR1,Crawfor,1Fam,SLvl,BrkFace,2,4,1,423.0,4,1,896,1652,1,3,2,2.0,473.0,1,203135,0,0,0,1.0,3,0,42
789,RL,8750,Reg,CollgCr,1Fam,2Story,None,3,4,1,880.0,4,1,909,1716,1,3,2,2.0,512.0,1,191000,0,0,1,0.0,3,0,35
790,RL,7785,IR1,NAmes,1Fam,1Story,None,2,0,0,0.0,2,1,1014,1014,1,2,2,1.0,267.0,1,98000,0,1,0,0.0,1,0,25
791,RL,10800,Reg,Edwards,Duplex,1Story,None,2,4,4,1200.0,2,1,1200,1200,1,2,0,0.0,0.0,1,179000,0,0,0,3.0,3,0,25
792,RL,9139,IR1,Somerst,1Fam,1Story,Stone,3,5,3,1422.0,4,1,1432,1432,1,3,3,2.0,492.0,1,245000,0,0,1,0.0,2,0,40
793,RL,10140,Reg,NWAmes,1Fam,1Story,None,3,5,1,1650.0,4,1,1680,1680,1,3,3,2.0,583.0,1,213250,0,0,1,1.0,2,0,35
794,RL,10122,Reg,OldTown,1Fam,1Story,None,2,0,0,0.0,2,0,869,869,1,2,1,1.0,390.0,0,89900,0,1,0,0.0,1,0,24
795,RL,10141,IR1,Gilbert,1Fam,2Story,BrkFace,2,4,1,832.0,3,1,885,1718,1,2,3,2.0,427.0,1,185000,0,0,1,0.0,3,0,35
796,RM,2205,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,525.0,2,1,525,1092,1,2,1,1.0,264.0,1,113500,0,0,0,0.0,2,0,36
797,RL,10914,Reg,NAmes,1Fam,1Story,None,2,3,2,715.0,1,0,715,715,1,2,1,2.0,660.0,0,68000,1,0,0,0.0,1,0,9
798,RL,9196,IR1,Mitchel,1Fam,1Story,None,3,5,1,1560.0,4,1,1560,1560,1,3,3,2.0,573.0,1,201000,0,0,0,0.0,2,0,35
799,FV,9803,Reg,Somerst,1Fam,2Story,None,3,4,1,866.0,3,1,866,1768,1,3,2,2.0,603.0,1,226700,0,0,0,0.0,3,0,35
800,RL,17169,IR2,NridgHt,1Fam,1Story,BrkFace,4,5,3,2320.0,4,1,2290,2290,1,4,3,3.0,1174.0,1,500067,0,0,1,2.0,3,1,50
801,RL,9171,IR1,Gilbert,1Fam,2Story,None,3,4,3,848.0,4,1,848,1598,1,3,3,2.0,433.0,1,201490,0,0,1,0.0,3,0,35
802,RL,9750,Reg,CollgCr,1Fam,1Story,None,2,4,1,990.0,4,1,990,990,1,2,1,2.0,528.0,1,155000,0,0,0,1.0,1,0,35
803,RL,8604,IR1,NAmes,Duplex,SFoyer,BrkFace,2,4,3,941.0,3,1,941,941,1,3,1,2.0,564.0,1,145000,0,0,0,1.0,1,0,35
804,RM,6155,IR1,BrkSide,1Fam,2Story,None,2,2,2,611.0,4,1,751,1362,1,2,3,2.0,502.0,1,128000,0,0,0,0.0,2,0,48
805,RL,9487,IR1,Gilbert,1Fam,2Story,None,2,4,1,915.0,4,1,940,1690,1,2,2,2.0,442.0,1,187000,0,0,1,1.0,3,0,30
806,RM,3675,Reg,Edwards,TwnhsE,SFoyer,BrkFace,2,4,4,547.0,3,1,1072,1072,1,2,3,2.0,525.0,1,145500,0,0,0,1.0,1,0,30
808,RL,11750,IR1,CollgCr,1Fam,1Story,BrkFace,3,4,2,1546.0,4,1,1546,1546,1,3,2,3.0,796.0,1,217000,0,0,0,0.0,2,0,35
809,RL,11896,IR1,Timber,1Fam,1Story,Stone,3,4,1,1336.0,4,1,1346,1346,1,3,3,3.0,660.0,1,220000,0,0,1,1.0,2,0,35
810,RL,10400,Reg,NWAmes,1Fam,2Story,None,2,3,1,732.0,3,1,1012,1790,1,2,2,2.0,484.0,1,165150,0,0,1,1.0,3,0,30
811,RL,10970,IR1,CollgCr,1Fam,SLvl,None,2,4,4,940.0,2,1,1026,1026,1,2,1,2.0,576.0,1,147000,0,1,0,1.0,1,0,36
812,RL,11883,Reg,CollgCr,1Fam,1Story,BrkFace,3,4,4,1504.0,4,1,1504,1504,1,3,3,2.0,478.0,1,203000,0,0,1,1.0,2,0,35
813,RL,10552,IR1,NAmes,1Fam,1Story,None,2,3,1,1398.0,3,1,1700,1700,1,3,2,2.0,447.0,1,165500,0,0,1,1.0,2,0,25
814,RL,8248,Reg,Edwards,1Fam,1Story,None,2,3,1,864.0,2,0,864,864,1,2,0,0.0,0.0,0,67000,1,0,0,1.0,1,0,9
815,RL,9760,Reg,NAmes,1Fam,2Story,BrkFace,2,3,4,822.0,3,1,1020,1851,1,3,2,2.0,440.0,1,187000,0,1,1,0.0,3,0,48
816,FV,2998,Reg,Somerst,TwnhsE,2Story,BrkFace,3,4,1,756.0,4,1,756,1512,1,3,1,2.0,440.0,1,180000,0,0,0,1.0,3,0,30
817,RL,6821,Reg,Crawfor,1Fam,1.5Fin,None,2,3,1,651.0,3,1,759,1298,1,2,1,1.0,240.0,0,146500,0,0,1,0.0,2,0,42
818,RL,11354,Reg,CollgCr,1Fam,1Story,None,3,3,4,1673.0,4,1,1673,1673,1,3,2,2.0,583.0,1,270000,0,0,1,1.0,2,0,35
819,RL,9069,Reg,SawyerW,1Fam,SFoyer,None,2,4,3,936.0,4,1,996,996,1,3,1,2.0,564.0,1,147000,0,0,0,1.0,1,0,36
820,RL,8064,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,816.0,2,1,816,1224,1,2,1,1.0,280.0,1,132000,0,1,0,1.0,1,0,48
821,RL,5400,Reg,OldTown,1Fam,1.5Fin,None,1,3,1,840.0,4,1,840,1374,1,2,3,1.0,338.0,1,105000,0,0,0,0.0,1,0,24
822,RL,5687,Reg,SWISU,2fmCon,2Story,None,2,3,1,780.0,4,0,936,1716,1,1,0,0.0,0.0,0,135900,1,0,0,1.0,2,0,30
823,RL,53504,IR2,StoneBr,1Fam,2Story,BrkFace,4,4,4,1650.0,4,1,1690,3279,1,4,3,3.0,841.0,1,538000,0,0,1,1.0,4,1,40
824,RL,7500,Reg,SawyerW,1Fam,1Story,None,3,4,1,1143.0,4,1,1143,1143,1,3,0,0.0,0.0,1,147000,0,0,0,0.0,2,0,35
825,RL,13173,IR1,NridgHt,1Fam,1Story,Stone,3,5,1,1652.0,4,1,1652,1652,1,4,3,2.0,840.0,1,325000,0,0,1,1.0,2,0,45
826,RL,9488,Reg,Sawyer,1Fam,1Story,None,3,3,1,1046.0,3,0,1054,1054,1,2,1,1.0,240.0,1,124000,0,0,0,0.0,1,0,30
827,RL,13526,IR1,Sawyer,1Fam,1Story,BrkFace,2,3,1,935.0,2,1,935,935,1,2,1,1.0,288.0,1,137000,0,1,0,1.0,1,1,30
828,RL,10410,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,1313.0,2,1,1313,2377,1,3,1,2.0,528.0,1,142900,1,0,1,0.0,2,0,20
829,RM,12000,Reg,OldTown,1Fam,1Story,None,2,3,1,924.0,4,1,1122,1122,1,3,1,2.0,528.0,1,147000,0,1,0,1.0,1,0,35
830,RL,7830,IR1,NAmes,1Fam,1Story,None,2,3,1,1180.0,2,1,1180,1180,1,2,2,2.0,477.0,1,128000,0,0,0,0.0,2,0,25
831,RM,8850,IR1,OldTown,1Fam,2.5Unf,None,2,3,1,815.0,4,1,815,1690,1,2,1,1.0,225.0,1,144000,0,0,1,0.0,1,0,42
832,RL,7132,IR1,NridgHt,TwnhsE,1Story,Stone,3,4,2,1370.0,4,1,1370,1370,1,3,2,2.0,484.0,1,205000,0,0,1,0.0,2,0,40
833,RL,9937,Reg,Edwards,1Fam,1Story,None,2,3,1,1486.0,4,1,1486,1486,1,2,3,2.0,480.0,1,167000,0,1,0,1.0,1,0,35
834,RM,5720,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,676.0,4,1,676,1131,1,2,1,1.0,200.0,1,66500,0,0,0,0.0,2,0,30
835,RL,12585,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,1,1286.0,4,1,1565,2799,1,3,3,3.0,704.0,1,315000,0,0,1,1.0,3,0,40
836,RL,11103,IR1,CollgCr,1Fam,2Story,None,3,4,1,728.0,4,1,728,1456,1,3,3,2.0,440.0,1,155835,0,0,1,0.0,3,0,35
837,RL,8013,IR1,StoneBr,TwnhsE,1Story,None,3,4,1,1587.0,4,1,1734,1734,1,3,2,2.0,528.0,1,239500,0,0,0,1.0,2,0,40
838,RL,10872,IR1,NridgHt,1Fam,1Story,Stone,3,5,3,1504.0,4,1,1531,1531,1,4,3,3.0,700.0,1,300000,0,0,1,1.0,2,0,45
839,RL,11305,Reg,Timber,1Fam,1Story,BrkFace,3,4,3,1922.0,4,1,1922,1922,1,3,3,3.0,692.0,1,282000,0,0,1,1.0,2,0,40
840,RL,9100,Reg,NAmes,1Fam,1Story,BrkCmn,2,3,1,1144.0,2,1,1144,1144,1,2,2,1.0,336.0,1,120000,0,0,1,0.0,1,0,25
841,RL,39104,IR1,ClearCr,1Fam,1Story,None,2,4,4,1385.0,4,1,1363,1363,1,2,1,2.0,439.0,1,241500,0,0,1,1.0,1,1,49
842,RL,10110,IR1,NridgHt,TwnhsE,1Story,BrkFace,4,4,1,1858.0,4,1,1866,1866,1,4,3,3.0,870.0,1,336860,0,0,1,1.0,2,0,45
843,RM,9786,Reg,IDOTRR,1Fam,1Story,None,2,3,1,1007.0,1,0,1077,1077,1,2,1,1.0,210.0,0,91000,0,0,1,0.0,1,0,12
844,FV,5330,IR2,Somerst,TwnhsE,1Story,None,3,4,1,1550.0,4,1,1550,1550,1,3,3,2.0,528.0,1,207500,1,0,0,0.0,3,0,40
